City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
271,igarka,67.4667,86.5833,13.02,44,89,6.01,RU,1719641524
272,fort mcmurray,56.7268,-111.381,12.73,54,0,3.09,CA,1719641526
273,molde,62.7375,7.1591,13.91,67,75,6.69,NO,1719641527
274,kichmengskiy gorodok,59.9816,45.7854,19.54,41,7,1.85,RU,1719641529
275,nemuro,43.3236,145.575,15.65,95,83,5.69,JP,1719641531
276,lensk,60.7253,114.9278,20.37,84,99,1.81,RU,1719641533
277,andratx,39.5755,2.4202,24.13,88,99,5.19,ES,1719641534
278,maragogi,-9.0122,-35.2225,20.57,90,63,2.2,BR,1719641536
279,niquero,20.0431,-77.5828,26.08,88,100,3.42,CU,1719641538
280,talcahuano,-36.7167,-73.1167,5.82,70,0,6.17,CL,1719641539
281,vershino-darasunskiy,52.35,115.5167,27.42,24,27,4.35,RU,1719641541
282,cockburn town,21.4612,-71.1419,27.39,83,70,7.0,TC,1719641543
283,visconde do rio branco,-21.0103,-42.8406,17.8,72,57,2.05,BR,1719641546
284,arkhangel'sk,64.5401,40.5433,23.06,46,0,5.0,RU,1719641548
285,aswan,24.0934,32.907,36.51,14,73,6.72,EG,1719641549
286,montevideo,-34.8335,-56.1674,5.84,56,40,7.72,UY,1719641551
287,baukau,51.5526,7.2042,18.84,75,55,1.67,DE,1719641553
288,sinan,34.8262,126.1086,24.06,96,100,14.61,KR,1719641555
289,cullman,34.1748,-86.8436,26.19,94,20,3.6,US,1719641556
290,chibougamau,49.9168,-74.3659,14.79,67,100,2.57,CA,1719641558
291,kapa'a,22.0752,-159.319,24.18,79,75,7.2,US,1719641487
292,keminmaa,65.8596,24.8228,20.87,78,31,3.09,FI,1719641561
293,urangan,-25.3,152.9,22.33,77,99,3.58,AU,1719641563
294,flying fish cove,-10.4217,105.6791,27.82,78,20,5.66,CX,1719641567
295,ad douiem,14.0012,32.3116,29.91,51,93,9.93,SD,1719641568
296,palikir - national government center,6.9248,158.1611,28.47,94,100,0.0,FM,1719641570
297,kampene,-3.6,26.6667,23.14,51,71,1.36,CD,1719641572
298,as sulayyil,20.4607,45.5779,36.14,9,100,5.74,SA,1719641573
299,kupang,-10.1667,123.5833,34.32,62,40,7.2,ID,1719641374
300,penzance,50.1186,-5.5371,13.38,77,52,3.97,GB,1719641577
301,holualoa,19.6228,-155.9522,21.42,88,55,1.57,US,1719641578
302,pervomayskoye,43.919,46.7102,26.2,37,7,4.8,RU,1719641580
303,swakopmund,-22.6833,14.5333,13.32,91,0,0.89,NA,1719641582
304,bei'an,24.5399,109.533,30.1,80,100,6.21,CN,1719641583
305,sur,22.5667,59.5289,36.92,36,100,5.96,OM,1719641585
306,prince rupert,54.3161,-130.3201,12.83,94,75,3.6,CA,1719641587
307,baie-comeau,49.2168,-68.1489,11.82,82,75,2.06,CA,1719641588
308,illizi,26.4833,8.4667,30.89,13,0,1.7,DZ,1719641590
309,lazarevskoye,43.9061,39.3331,23.38,55,0,2.5,RU,1719641592
310,remire-montjoly,4.9167,-52.2667,24.02,100,20,0.51,GF,1719641594
311,barra de santo antonio,-9.4047,-35.5072,20.6,85,100,2.36,BR,1719641595
312,taoudenni,22.6783,-3.9836,35.01,10,1,7.82,ML,1719641597
313,prado,-17.3411,-39.2208,21.31,92,22,3.85,BR,1719641599
314,karabash,55.4808,60.2157,7.44,97,100,6.01,RU,1719641600
315,nieuw amsterdam,5.8833,-55.0833,24.8,89,14,3.07,SR,1719641602
316,rahimah,26.7079,50.0619,41.12,33,4,3.95,SA,1719641604
317,dapa,9.7594,126.0531,29.13,70,99,0.88,PH,1719641605
318,santa elena de uairen,4.6167,-61.1333,18.34,96,100,0.95,VE,1719641607
319,neftekamsk,56.092,54.2703,15.71,57,0,8.26,RU,1719641609
320,cabo san lucas,22.8909,-109.9124,29.23,68,20,6.66,MX,1719641358
321,princeville,45.7668,-61.2985,11.29,97,0,1.54,CA,1719641612
322,wafangdian,39.6183,122.0081,26.3,66,88,7.24,CN,1719641614
323,saguenay,48.4168,-71.0657,16.46,75,100,2.57,CA,1719641616
324,dobroslav,46.8194,30.9432,26.1,39,5,4.21,UA,1719641617
325,tofol,5.3248,163.0078,28.23,76,84,3.67,FM,1719641619
326,kulhudhuffushi,6.6221,73.07,28.19,77,36,4.61,MV,1719641621
327,westport,41.1415,-73.3579,18.34,71,20,2.06,US,1719641622
328,cafayate,-26.073,-65.9761,6.48,66,49,1.63,AR,1719641624
329,nuevo casas grandes,30.4167,-107.9167,25.74,52,100,2.76,MX,1719641626
330,broome,42.2506,-75.833,19.26,81,75,4.02,US,1719641627
331,inverloch,-38.6333,145.7167,9.47,86,100,7.42,AU,1719641629
332,new shagunnu,10.3396,4.4688,26.64,80,69,3.77,NG,1719641631
333,ulsteinvik,62.3432,5.8487,12.4,86,100,7.6,NO,1719641632
334,yanta,36.2411,115.6672,31.92,42,76,4.15,CN,1719641634
335,new norfolk,-42.7826,147.0587,11.72,87,85,7.14,AU,1719641636
336,san carlos del zulia,9.0,-71.9135,22.97,96,49,1.55,VE,1719641638
337,bandarbeyla,9.4942,50.8122,30.64,43,88,14.86,SO,1719641639
338,guerrero negro,27.9769,-114.0611,18.77,86,1,4.01,MX,1719641641
339,inyati,-19.6756,28.8469,10.53,69,2,4.01,ZW,1719641643
340,adam,22.3756,57.5233,36.13,32,99,3.45,OM,1719641644
341,mangai,-4.05,19.5333,20.85,37,75,0.5,CD,1719641646
342,kenai,60.5544,-151.2583,13.05,85,0,3.6,US,1719641648
343,hohhot,40.8106,111.6522,28.84,29,32,2.24,CN,1719641649
344,yigo village,13.5361,144.8886,30.62,76,75,5.66,GU,1719641651
345,vernon,50.2581,-119.2691,20.16,67,46,1.54,CA,1719641653
346,zvishavane,-20.3267,30.0665,11.59,75,0,1.26,ZW,1719641654
347,guangyuan,32.442,105.823,32.56,47,98,2.61,CN,1719641656
348,hammerfest,70.6634,23.6821,13.25,82,80,6.17,NO,1719641660
349,saint-philippe,-21.3585,55.7679,23.77,64,50,4.87,RE,1719641663
350,nova vicosa,-17.8919,-39.3719,21.42,92,37,3.05,BR,1719641665
351,harstad,68.799,16.5293,22.36,67,84,4.47,NO,1719641668
352,koundara,12.4833,-13.3,24.75,89,89,2.47,GN,1719641670
353,natal,-5.795,-35.2094,22.36,94,20,2.06,BR,1719641672
354,heroica caborca,30.7167,-112.15,31.12,43,12,8.13,MX,1719641673
355,santiago,-33.4569,-70.6483,10.65,72,20,1.96,CL,1719641631
356,nar'yan-mar,67.6713,53.087,12.21,77,100,7.85,RU,1719641677
357,al ghayzah,16.2079,52.176,31.46,67,100,4.04,YE,1719641678
358,ust-nera,64.5667,143.2,14.16,50,100,2.27,RU,1719641680
359,neosho,36.869,-94.368,28.56,84,94,7.12,US,1719641682
360,antsohihy,-14.8796,47.9875,25.99,41,16,5.26,MG,1719641683
361,tavira,37.1273,-7.6486,18.93,73,80,1.79,PT,1719641685
362,khash,28.2211,61.2158,34.93,15,100,1.09,IR,1719641687
363,shenjiamen,29.9576,122.298,25.68,88,100,10.4,CN,1719641689
364,yalvac,38.2956,31.1778,21.95,52,85,4.57,TR,1719641690
365,murzuq,25.9155,13.9184,30.56,18,0,3.05,LY,1719641692
366,pasni,25.2631,63.471,31.44,66,100,3.57,PK,1719641694
367,nalut,30.3333,10.85,32.44,16,0,4.2,LY,1719641695
368,viet tri,21.3019,105.4308,34.97,61,97,2.69,VN,1719641697
369,mantua,45.1667,10.7833,27.42,85,29,1.34,IT,1719641699
370,saki,8.6667,3.3833,21.9,97,89,2.06,NG,1719641700
371,minas de marcona,-15.2119,-75.1103,12.01,86,65,1.62,PE,1719641702
372,st. john's,47.5649,-52.7093,10.44,98,100,5.66,CA,1719641637
373,takoradi,4.8845,-1.7554,23.88,93,62,2.59,GH,1719641706
374,tindouf,27.6711,-8.1474,20.25,52,0,7.2,DZ,1719641707
375,yreka,41.7354,-122.6345,22.1,35,0,6.69,US,1719641709
376,geraldton,-28.7667,114.6,18.23,68,0,5.14,AU,1719641711
377,narasapur,16.45,81.6667,28.47,81,100,2.48,IN,1719641712
378,bulungu,-4.55,18.6,21.03,34,93,0.71,CD,1719641714
379,sao jose da coroa grande,-8.8978,-35.1478,21.75,86,36,2.57,BR,1719641716
380,kavaratti,10.5669,72.642,27.28,85,100,7.91,IN,1719641717
381,ketchikan,55.3422,-131.6461,13.26,88,100,1.54,US,1719641719
382,acajutla,13.5928,-89.8275,25.94,85,100,2.45,SV,1719641721
383,shindand,33.3029,62.1474,37.27,10,3,3.65,AF,1719641722
384,timmins,48.4669,-81.3331,11.9,100,100,3.6,CA,1719641724
385,la plata,-34.9215,-57.9545,4.37,58,0,6.04,AR,1719641726
386,song cau,13.45,109.2167,30.99,63,77,7.07,VN,1719641728
387,novyy buh,47.6931,32.5216,25.61,45,14,4.45,UA,1719641729
388,ugoofaaru,5.6667,73.0,28.29,75,69,3.8,MV,1719641732
389,stornoway,58.2093,-6.3865,9.98,88,75,7.2,GB,1719641734
390,ushtobe,45.2514,77.9838,32.55,28,100,1.69,KZ,1719641735
391,athni,16.7333,75.0667,28.44,64,97,7.97,IN,1719641737
392,dubbo,-32.25,148.6167,19.07,68,20,3.09,AU,1719641739
393,al qusayr,34.5091,36.5798,29.2,43,0,3.15,SY,1719641740
394,sandnessjoen,66.0217,12.6316,17.29,92,100,4.41,NO,1719641742
395,auki,-8.7676,160.7034,28.11,79,96,2.78,SB,1719641744
396,san bartolome,27.9248,-15.5733,14.26,77,75,6.69,ES,1719641746
397,saint-leu,-21.15,55.2833,23.48,59,10,3.5,RE,1719641747
398,mejit,10.2753,170.8646,27.73,84,100,6.9,MH,1719641749
399,west end,26.6833,-78.9667,26.99,76,84,3.32,BS,1719641751
400,sinabang,2.4803,96.3801,25.83,89,100,2.82,ID,1719641752
401,saham,24.1722,56.8886,38.01,54,100,2.69,OM,1719641754
402,gulf shores,30.246,-87.7008,28.35,93,0,4.12,US,1719641756
403,pitimbu,-7.4706,-34.8086,21.33,86,13,3.85,BR,1719641758
404,tura,25.5198,90.2201,26.61,91,99,2.83,IN,1719641760
405,tual,-5.6667,132.75,26.78,81,71,2.0,ID,1719641762
406,lang suan,9.9456,99.0785,32.2,54,100,0.85,TH,1719641763
407,santander,43.4647,-3.8044,16.92,92,100,3.6,ES,1719641765
408,san luis del palmar,-27.5079,-58.5545,8.87,65,100,3.85,AR,1719641767
409,nova sintra,14.8667,-24.7167,23.49,83,25,4.47,CV,1719641769
410,coquimbo,-29.9533,-71.3436,11.85,100,100,2.06,CL,1719641770
411,shakawe,-18.3667,21.85,12.03,71,24,2.15,BW,1719641772
412,kirakira,-10.4544,161.9205,27.36,81,100,5.48,SB,1719641776
413,saint-francois,46.4154,3.9054,21.49,88,0,2.06,FR,1719641777
414,nizhniy kuranakh,58.8353,125.4869,19.06,36,75,1.49,RU,1719641779
415,ruidoso,33.3317,-105.673,24.04,37,0,1.54,US,1719641507
416,deqen,29.9618,90.7188,18.67,41,86,1.61,CN,1719641782
417,swift current,50.2834,-107.8014,6.45,93,0,1.03,CA,1719641784
418,leava,-14.3,-178.1667,28.08,82,92,4.61,WF,1719641787
419,codajas,-3.8367,-62.0569,22.3,99,29,1.03,BR,1719641789
420,qina,26.1642,32.7267,36.31,15,50,5.29,EG,1719641791
421,kolpashevo,58.3131,82.9089,30.05,40,8,3.9,RU,1719641794
422,chaihe,44.7667,129.7,29.15,54,82,5.03,CN,1719641796
423,lincoln city,44.9582,-124.0179,14.92,87,94,2.57,US,1719641798
424,lionel town,17.8101,-77.2406,27.94,87,100,2.49,JM,1719641800
425,cherepovets,59.1333,37.9,22.9,53,0,2.0,RU,1719641801
426,ambilobe,-13.2,49.05,26.14,41,5,2.39,MG,1719641803
427,cambria,35.5641,-121.0808,16.1,90,44,0.68,US,1719641805
428,tamanrasset,22.785,5.5228,27.95,15,0,4.12,DZ,1719641807
429,argo,37.6333,22.7333,28.21,32,0,9.04,GR,1719641808
430,morada nova,-5.1067,-38.3725,20.99,90,14,1.16,BR,1719641810
431,tukrah,32.5341,20.5791,26.25,72,0,7.28,LY,1719641812
432,roma,43.2128,-75.4557,20.2,59,100,2.57,US,1719641814
433,minab,27.1467,57.0801,36.3,45,100,3.29,IR,1719641815
434,santo antonio do ica,-3.1022,-67.9397,23.59,89,100,1.25,BR,1719641817
435,dadhar,29.4753,67.6514,40.01,37,16,3.14,PK,1719641819
436,choibalsan,48.0667,114.5,16.14,90,98,2.81,MN,1719641821
437,khandyga,62.6667,135.6,18.65,50,92,2.83,RU,1719641822
438,saint croix,17.7397,-64.7388,27.2,81,0,3.09,VI,1719641824
439,lock haven,41.137,-77.4469,23.12,71,100,3.49,US,1719641826
440,medicine hat,50.0501,-110.6683,11.24,87,0,2.06,CA,1719641827
441,lethem,3.3803,-59.7968,23.03,95,100,0.55,GY,1719641829
442,gijang,35.2442,129.2139,22.85,97,100,7.16,KR,1719641831
443,mawu,29.5923,107.3139,25.86,73,88,1.77,CN,1719641833
444,aguas vermelhas,-15.7472,-41.46,14.28,91,0,0.94,BR,1719641835
445,kill devil hills,36.0307,-75.676,24.01,92,0,3.6,US,1719641836
446,kansk,56.2017,95.7175,32.07,37,3,2.23,RU,1719641838
447,angatuba,-23.4897,-48.4128,15.83,66,94,0.89,BR,1719641840
448,meadow lake,34.8014,-106.5436,25.38,36,61,0.4,US,1719641842
449,mega,4.05,38.3,16.16,64,94,7.3,ET,1719641843
450,nyurba,63.2842,118.3319,23.53,34,7,2.51,RU,1719641845
451,yatou,37.15,122.3833,22.18,94,99,4.04,CN,1719641847
452,bodaybo,57.8506,114.1933,25.22,60,70,1.17,RU,1719641849
453,ola,59.5833,151.2833,13.4,71,100,5.67,RU,1719641850
454,usogorsk,63.4106,48.6872,19.44,37,35,2.36,RU,1719641852
455,eraan,9.0629,117.7016,31.15,67,100,2.87,PH,1719641854
456,filingue,14.3521,3.3168,29.52,45,71,2.8,NE,1719641856
457,nuuk,64.1835,-51.7216,2.34,100,100,3.09,GL,1719641857
458,egersund,58.4513,5.9997,13.38,79,57,4.8,NO,1719641859
459,nishinoomote,30.7333,131.0,24.31,100,75,3.6,JP,1719641861
460,alesund,62.4723,6.1549,12.41,80,75,8.75,NO,1719641863
461,pastos bons,-6.6017,-44.0767,20.18,58,42,0.62,BR,1719641864
462,timbuktu,16.7735,-3.0074,32.51,42,53,7.65,ML,1719641866
463,nema,57.5067,50.5011,16.59,51,22,5.63,RU,1719641868
464,belo oriente,-19.22,-42.4836,14.86,70,44,1.24,BR,1719641871
465,port macquarie,-31.4333,152.9167,20.6,73,1,1.34,AU,1719641342
466,alaghsas,17.0187,8.0168,27.94,54,31,2.06,NE,1719641875
467,talwara,31.9486,75.8667,34.83,50,10,2.28,IN,1719641876
468,colachel,8.1667,77.25,32.14,70,74,3.13,IN,1719641878
469,kuraymah,18.55,31.85,36.45,8,85,4.03,SD,1719641880
470,posse,-14.0931,-46.3694,17.98,46,0,1.48,BR,1719641882
471,tshabong,-26.05,22.45,10.69,77,12,5.13,BW,1719641883
472,kailua-kona,19.6406,-155.9956,23.49,91,48,2.53,US,1719641662
473,kurchatov,51.6601,35.6521,23.23,69,0,0.93,RU,1719641887
474,katsuren-haebaru,26.3369,127.8719,32.43,75,75,7.2,JP,1719641889
475,skhira,34.2992,10.07,25.82,70,25,2.59,TN,1719641891
476,watampone,-4.5386,120.3279,27.4,80,93,2.1,ID,1719641892
477,baki,-7.6128,110.7839,32.53,52,50,2.58,ID,1719641894
478,cauquenes,-35.9671,-72.3225,2.65,83,73,1.16,CL,1719641896
479,betio village,1.358,172.9211,30.02,74,100,5.42,KI,1719641897
480,sukuta,13.4103,-16.7082,26.01,89,40,1.54,GM,1719641899
481,yaren,-0.5472,166.916,28.64,73,95,3.93,NR,1719641901
482,xam nua,20.4197,104.0439,30.97,49,100,3.14,LA,1719641903
483,mana,5.6592,-53.7767,25.27,89,29,4.0,GF,1719641904
484,aguachica,8.3084,-73.6166,22.03,95,42,1.63,CO,1719641908
485,pozos de gamboa,22.95,-102.5667,17.27,75,98,5.03,MX,1719641909
486,paradise,36.0972,-115.1467,35.1,14,0,3.6,US,1719641687
487,ixtapa,20.7,-105.2,26.24,80,100,0.87,MX,1719641916
488,pollock pines,38.7613,-120.5866,18.58,47,0,3.05,US,1719641918
489,zuyevka,58.405,51.1335,16.52,48,10,5.76,RU,1719641920
490,thunder bay,48.4001,-89.3168,12.99,100,100,1.54,CA,1719641921
491,vila franca do campo,37.7167,-25.4333,20.23,99,8,1.89,PT,1719641923
492,quelimane,-17.8786,36.8883,20.49,87,16,1.96,MZ,1719641925
493,malvan,16.0667,73.4667,28.74,82,100,7.63,IN,1719641927
494,okha,53.5739,142.9478,9.92,89,100,4.76,RU,1719641928
495,i-n-salah,27.1935,2.4607,34.13,10,0,4.07,DZ,1719641930
496,villa emilio carranza,19.9667,-96.6,26.82,78,100,3.43,MX,1719641932
497,punta del este,-34.9667,-54.95,7.76,68,75,13.86,UY,1719641933
498,usakos,-22.0,15.6,14.64,48,2,4.18,NA,1719641935
499,cascais,38.6979,-9.4215,17.51,96,75,5.81,PT,1719641937
500,antsiranana,-12.2787,49.2917,26.42,44,20,6.17,MG,1719641938
501,abepura,-2.6333,140.5833,30.45,66,20,1.54,ID,1719641940
502,galappo,-4.2667,35.85,16.96,69,40,1.67,TZ,1719641942
503,namibe,-15.1961,12.1522,19.32,72,0,1.97,AO,1719641943
504,ellensburg,46.9965,-120.5479,18.94,62,0,2.57,US,1719641945
505,poyarkovo,49.6,128.6833,23.91,65,100,1.03,RU,1719641947
506,bishkek,42.87,74.59,27.11,26,54,3.33,KG,1719641949
507,dem'yanovo,60.3511,47.0842,19.2,40,9,1.61,RU,1719641950
508,kismayo,-0.3582,42.5454,26.99,69,55,7.91,SO,1719641952
509,hegang,47.4,130.3667,21.16,88,100,1.2,CN,1719641954
510,west bay,19.3667,-81.4167,27.25,92,100,8.01,KY,1719641955
511,richards bay,-28.783,32.0377,16.6,78,0,3.15,ZA,1719641957
512,kingston,17.997,-76.7936,27.53,78,100,0.51,JM,1719641959
513,fort pierce,27.4467,-80.3256,25.59,93,0,1.54,US,1719641960
514,springbok,-29.6643,17.8865,12.57,41,72,2.8,ZA,1719641962
515,saucillo,28.0167,-105.2833,31.75,31,60,1.66,MX,1719641964
516,ratnagiri,16.9833,73.3,29.04,82,96,7.13,IN,1719641966
517,sawa sawa,-4.4717,39.4846,24.82,80,19,5.09,KE,1719641967
518,bubaque,11.2833,-15.8333,26.93,80,69,2.83,GW,1719641969
519,morro do chapeu,-11.55,-41.1561,13.43,100,16,2.3,BR,1719641971
520,bunia,1.5667,30.25,22.64,52,88,1.75,CD,1719641972
521,mar del plata,-38.0023,-57.5575,3.94,94,75,5.14,AR,1719641974
522,patterson,37.4716,-121.1297,25.59,62,0,1.24,US,1719641976
523,manado,1.487,124.8455,26.43,94,40,1.54,ID,1719641978
524,mermoz boabab,14.7065,-17.4758,24.88,88,20,2.06,SN,1719641979
525,ghat,24.9647,10.1728,31.39,14,31,2.4,LY,1719641981
526,kununurra,-15.7667,128.7333,33.99,38,20,2.06,AU,1719641983
527,taquari,-29.7997,-51.8644,9.07,93,83,2.5,BR,1719641984
528,lichtenburg,-26.152,26.1597,8.51,75,26,2.71,ZA,1719641986
529,trinidad,-14.8333,-64.9,25.41,58,96,0.92,BO,1719641988
530,bolivar,37.6145,-93.4105,26.74,79,55,5.94,US,1719641990
531,lydney,51.726,-2.5261,14.28,84,52,0.45,GB,1719641991
532,teruel,40.6667,-0.6667,13.78,73,43,5.81,ES,1719641993
533,boca do acre,-8.7522,-67.3978,24.59,69,46,0.53,BR,1719641995
534,kimbe,-5.5502,150.1429,26.37,88,100,1.98,PG,1719641996
535,tocopilla,-22.092,-70.1979,17.24,61,86,0.98,CL,1719641998
536,tenenkou,14.4572,-4.9169,29.92,51,76,5.53,ML,1719642000
537,arno,60.1167,18.6333,14.88,70,58,8.06,SE,1719642001
538,sarkand,45.41,79.9186,34.79,19,94,6.82,KZ,1719642003
539,tierra nueva,21.6833,-100.5667,18.14,91,88,2.1,MX,1719642006
540,maraba,-5.3686,-49.1178,24.1,94,0,0.0,BR,1719642008
541,sabha,27.0377,14.4283,32.07,19,0,1.32,LY,1719642010
542,sungailiat,-1.85,106.1333,30.81,64,79,5.11,ID,1719642012
